word,track,mxm_tid,count,is_test,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_name,bc_0,bc_1,bc_2,bc_3,bc_4,bc_5,bc_6,bc_7,bc_8,bc_9,duration,loudness,mode,release,song_hotttnesss,song_id,sp_0,sp_1,sp_10,sp_11,sp_12,sp_13,sp_14,sp_15,sp_16,sp_17,sp_18,sp_19,sp_2,sp_20,sp_21,sp_22,sp_23,sp_24,sp_25,sp_26,sp_27,sp_28,sp_29,sp_3,sp_30,sp_31,sp_32,sp_33,sp_34,sp_35,sp_4,sp_5,sp_6,sp_7,sp_8,sp_9,st_0,st_1,st_10,st_11,st_12,st_13,st_14,st_15,st_16,st_17,st_18,st_19,st_2,st_20,st_21,st_22,st_23,st_24,st_25,st_26,st_27,st_28,st_29,st_3,st_30,st_31,st_32,st_33,st_34,st_35,st_4,st_5,st_6,st_7,st_8,st_9,tempo,title,track_id,k_0,k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,ts_0,ts_1,ts_3,ts_4,ts_5,ts_7
whi,322,322,322,322,322,322,322,105,322,105,322,321,321,321,321,321,321,321,321,321,321,322,322,322,322,231,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,0,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
long,322,322,322,322,322,322,322,122,322,122,322,322,322,322,322,322,322,322,322,321,321,322,322,322,322,225,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,0,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322,322
turn,317,317,317,317,317,317,317,111,317,111,317,316,316,316,316,316,316,316,316,315,315,317,317,317,317,229,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,0,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317,317
us,314,314,314,314,314,314,314,89,314,89,314,313,313,313,313,313,313,313,313,312,312,314,314,314,314,242,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,0,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314,314
call,313,313,313,313,313,313,313,103,313,103,313,313,313,313,313,313,313,313,313,312,312,313,313,313,313,233,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,0,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313,313
face,310,310,310,310,310,310,310,105,310,105,310,310,310,310,310,310,310,310,310,309,309,310,310,310,310,234,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,0,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
walk,307,307,307,307,307,307,307,102,307,102,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,218,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,0,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307
good,303,303,303,303,303,303,303,114,303,114,303,302,302,302,302,302,302,302,302,302,302,303,303,303,303,213,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,0,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303
wo,301,301,301,301,301,301,301,118,301,118,301,300,300,300,300,300,300,300,300,300,300,301,301,301,301,217,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,0,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301
girl,298,298,298,298,298,298,298,119,298,119,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,215,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,0,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298
find,298,298,298,298,298,298,298,107,298,107,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,205,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,0,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298,298
die,296,296,296,296,296,296,296,107,296,107,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,213,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,0,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296,296
littl,295,295,295,295,295,295,295,106,295,106,295,295,295,295,295,295,295,295,295,294,294,295,295,295,295,200,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,0,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295,295
head,293,293,293,293,293,293,293,99,293,99,293,293,293,293,293,293,293,293,293,292,292,293,293,293,293,219,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,0,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293,293
ever,289,289,289,289,289,289,289,106,289,106,289,289,289,289,289,289,289,289,289,288,288,289,289,289,289,207,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,0,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289,289
befor,280,280,280,280,280,280,280,94,280,94,280,279,279,279,279,279,279,279,279,278,278,280,280,280,280,191,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,0,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280,280
alway,278,278,278,278,278,278,278,94,278,94,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,190,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,0,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278,278
leav,272,272,272,272,272,272,272,102,272,102,272,271,271,271,271,271,271,271,271,271,271,272,272,272,272,185,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,0,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272
hold,272,272,272,272,272,272,272,98,272,98,272,270,270,270,270,270,270,270,270,270,270,272,272,272,272,202,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,0,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272,272
start,271,271,271,271,271,271,271,93,271,93,271,268,268,268,268,268,268,268,268,267,267,271,271,271,271,190,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,0,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271,271
light,270,270,270,270,270,270,270,95,270,95,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,193,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,0,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270,270
noth,269,269,269,269,269,269,269,100,269,100,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,202,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,0,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269,269
dream,267,267,267,267,267,267,267,105,267,105,267,267,267,267,267,267,267,267,267,266,266,267,267,267,267,200,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,0,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267
de,266,266,266,266,266,266,266,73,266,73,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,162,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,0,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266,266
even,265,265,265,265,265,265,265,87,265,87,265,264,264,264,264,264,264,264,264,263,263,265,265,265,265,195,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,0,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265,265
fall,263,263,263,263,263,263,263,89,263,89,263,262,262,262,262,262,262,262,262,262,262,263,263,263,263,191,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,0,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263,263
put,262,262,262,262,262,262,262,84,262,84,262,262,262,262,262,262,262,262,262,261,261,262,262,262,262,191,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
place,262,262,262,262,262,262,262,89,262,89,262,261,261,261,261,261,261,261,261,261,261,262,262,262,262,191,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,0,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262,262
run,260,260,260,260,260,260,260,94,260,94,260,260,260,260,260,260,260,260,260,259,259,260,260,260,260,198,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,0,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
hear,260,260,260,260,260,260,260,97,260,97,260,259,259,259,259,259,259,259,259,259,259,260,260,260,260,178,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,0,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260,260
believ,259,259,259,259,259,259,259,84,259,84,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,191,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,0,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259,259
wanna,258,258,258,258,258,258,258,84,258,84,258,258,258,258,258,258,258,258,258,257,257,258,258,258,258,181,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,0,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258,258
home,253,253,253,253,253,253,253,100,253,100,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,184,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,0,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253
hard,252,252,252,252,252,252,252,99,252,99,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,180,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,0,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252
end,250,250,250,250,250,250,250,87,250,87,250,250,250,250,250,250,250,250,250,249,249,250,250,250,250,181,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,0,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
insid,245,245,245,245,245,245,245,94,245,94,245,244,244,244,244,244,244,244,244,244,244,245,245,245,245,177,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,0,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
word,242,242,242,242,242,242,242,93,242,93,242,240,240,240,240,240,240,240,240,240,240,242,242,242,242,180,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,0,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242
que,241,241,241,241,241,241,241,59,241,59,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,157,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,0,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241
la,241,241,241,241,241,241,241,85,241,85,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,162,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,0,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241
